gene,scores,logfoldchanges,pvals,pvals_adj,abs_lfc,aki_biomarker
S100A6,23.428232,5.1338515,2.20383341067076e-121,2.4751987646380195e-117,5.1338515,False
MALAT1,22.850115,5.2605233,1.457537127722508e-115,1.2277563995370548e-111,5.2605233,False
TMSB4X,18.700165,3.7832618,4.935209018870739e-78,1.8476325853536744e-74,3.7832618,False
NEAT1,18.24216,5.735624,2.3882506098730734e-74,8.046971604906334e-71,5.735624,False
CD9,17.980247,4.582182,2.7824467750634805e-72,7.211673972229916e-69,4.582182,False
IFITM3,17.253765,4.20894,1.0484034499927368e-66,1.962494769114182e-63,4.20894,False
PTMA,16.59414,1.6119729,7.6837696696131695e-62,1.2328425487997434e-58,1.6119729,False
H3F3B,15.792628,1.9354776,3.4970163570802484e-56,4.531864197517765e-53,1.9354776,False
IGFBP7,15.547764,1.770185,1.6475767014807976e-54,1.9826231921319283e-51,1.770185,False
CALM2,15.224753,1.8056357,2.42269908941577e-52,2.5509507224617176e-49,1.8056357,False
FOS,14.646369,4.244341,1.4210953036862213e-48,1.3300662545112096e-45,4.244341,False
BCAM,14.387057,2.8524673,6.239513845687168e-47,5.532478408331144e-44,2.8524673,False
HLA-B,14.364128,2.6060982,8.689334115445697e-47,7.507139068867367e-44,2.6060982,False
JUN,14.117055,3.4514487,2.981955715388996e-45,2.3922384731980195e-42,3.4514487,False
S100A10,14.074742,2.1709495,5.4302494962586144e-45,4.1583369665213124e-42,2.1709495,False
TXNIP,13.651843,3.0428338,1.9683605512969458e-42,1.4111051152212615e-39,3.0428338,False
TPM1,13.374781,1.9530045,8.490342530709788e-41,5.838236759790522e-38,1.9530045,False
ANXA2,13.038465,3.9190595,7.393083987167861e-39,4.700048525728942e-36,3.9190595,False
CRIP2,12.995081,5.852494,1.3046917965033803e-38,7.992779162069981e-36,5.852494,False
C8orf4,12.738651,6.1907625,3.605734668691724e-37,1.959542321401596e-34,6.1907625,False
PNISR,12.7295065,3.531131,4.053926991026282e-37,2.1681431116768184e-34,3.531131,False
APP,12.542479,2.0661385,4.371049726383272e-36,2.1658551394229114e-33,2.0661385,False
JUNB,12.5368,3.1663952,4.695728258492394e-36,2.293012578864387e-33,3.1663952,False
ZFP36,12.527891,3.2476053,5.254145945963631e-36,2.529045621475694e-33,3.2476053,False
KTN1,12.398606,2.1044557,2.659089309135054e-35,1.244379933083285e-32,2.1044557,False
TACSTD2,12.325773,6.563669,6.58090470053956e-35,3.008506985525392e-32,6.563669,False
S100A11,12.267414,1.9635106,1.3551165156234847e-34,6.087906116989025e-32,1.9635106,False
EGR1,12.165236,4.97799,4.76065822365128e-34,2.1071358791752396e-31,4.97799,False
TSC22D1,12.164303,2.051023,4.815381453567206e-34,2.1071358791752396e-31,2.051023,False
DUSP1,12.090546,4.2359853,1.1849743837687785e-33,5.1187854982955415e-31,4.2359853,False
POLR2J3,12.080344,4.7100744,1.3415644032318815e-33,5.72185708892342e-31,4.7100744,False
ARHGAP29,12.036248,2.7121873,2.2914279166384692e-33,9.650921527902073e-31,2.7121873,False
TMSB10,11.851068,1.4296126,2.1246616525383683e-32,8.62510237597925e-30,1.4296126,False
AKAP9,11.65299,2.9167123,2.215452322333385e-31,8.482664835079668e-29,2.9167123,False
SYNE2,11.624386,2.4937775,3.0981403743964442e-31,1.1729072109540874e-28,2.4937775,False
MAL,11.516317,4.8575854,1.0917791318560302e-30,4.0424622053579205e-28,4.8575854,False
N4BP2L2,11.374049,2.6461978,5.6313361840637165e-30,2.0402391546864825e-27,2.6461978,False
WSB1,11.283357,4.3610783,1.5857826583079576e-29,5.624353777792455e-27,4.3610783,False
SERPING1,11.272285,3.4471674,1.7984019706862186e-29,6.3120162500314005e-27,3.4471674,False
HMGB1,11.27106,1.3015682,1.8236091614900312e-29,6.334503823427331e-27,1.3015682,False
GSTP1,11.270084,1.3273516,1.8439295751713827e-29,6.339730929165773e-27,1.3273516,False
ACTG1,11.229402,1.2614672,2.9245276259571775e-29,9.953437760505166e-27,1.2614672,False
MYL9,10.879473,4.275203,1.4439581746477341e-27,4.565600826488758e-25,4.275203,False
CD151,10.8791,2.2975664,1.4498702689923936e-27,4.565600826488758e-25,2.2975664,False
B2M,10.835304,1.1469857,2.341860272528381e-27,7.306170372460303e-25,1.1469857,False
MT2A,10.599829,1.3795103,2.9852717826862035e-26,8.901393579276898e-24,1.3795103,False
PKM,10.5586605,1.5416305,4.63222633933138e-26,1.3691073182230836e-23,1.5416305,False
ID1,10.466692,5.518113,1.228616377889225e-25,3.568706916948236e-23,5.518113,False
ITGB1,10.458231,2.1398869,1.3434065936708043e-25,3.868781347619152e-23,2.1398869,False
H3F3A,10.349525,1.1480138,4.205644584788702e-25,1.1907982238644581e-22,1.1480138,False
CLDN4,10.335164,4.97455,4.885759599491673e-25,1.3718398662106036e-22,4.97455,False
STMN1,10.323485,2.4682386,5.518257743477826e-25,1.5366295570970403e-22,2.4682386,False
HLA-A,10.29807,1.4634577,7.188884657649552e-25,1.9854285217610164e-22,1.4634577,False
CEBPD,10.278725,2.5017917,8.788279035357821e-25,2.4074168603036294e-22,2.5017917,False
ID3,10.258285,5.593209,1.0861890970733624e-24,2.9514560836120864e-22,5.593209,False
IER2,10.2362995,3.3613167,1.3635161050885882e-24,3.6753849315883913e-22,3.3613167,False
SELM,10.165323,3.43367,2.831810732591031e-24,7.51299455306474e-22,3.43367,False
ZFP36L1,10.104791,2.1987915,5.2607674188827094e-24,1.3848148235299533e-21,2.1987915,False
CRIP1,10.085132,5.7963204,6.427875888718191e-24,1.6789213193369825e-21,5.7963204,False
HLA-C,9.966842,1.4787999,2.1289084722174857e-23,5.434200156279998e-21,1.4787999,False
CLU,9.949043,1.9846684,2.5461958630885245e-23,6.4023524933511e-21,1.9846684,False
DEFB1,9.8622,2.8627703,6.070444086790627e-23,1.5140050447905682e-20,2.8627703,False
LUC7L3,9.751051,2.4543602,1.8256910011610632e-22,4.457596564718903e-20,2.4543602,False
YWHAH,9.705442,2.4150817,2.8583251166898353e-22,6.879171891553378e-20,2.4150817,False
NR4A1,9.690315,4.987769,3.31504693239508e-22,7.921786619866654e-20,4.987769,False
BTG1,9.631349,1.6196936,5.895057021692227e-22,1.3890073516706146e-19,1.6196936,False
UTRN,9.589607,5.182412,8.842064716427497e-22,2.0546519210710902e-19,5.182412,False
HES1,9.51999,2.2813137,1.731962841536617e-21,3.943024052887485e-19,2.2813137,False
WFDC2,9.500612,3.580068,2.086599452461077e-21,4.71851556719621e-19,3.580068,False
CD63,9.469522,1.1309943,2.8112516996998855e-21,6.314820984645863e-19,1.1309943,False
IFITM2,9.446768,4.183248,3.494556994416781e-21,7.797722077475431e-19,4.183248,False
SUMO2,9.437206,1.1184571,3.8285253106396896e-21,8.486732356361428e-19,1.1184571,False
KRT7,9.406459,5.1102424,5.131318475117522e-21,1.1300303575203253e-18,5.1102424,False
MYL6,9.405509,1.0323945,5.1778998040196056e-21,1.1328841298482896e-18,1.0323945,False
TIMP3,9.399454,3.179054,5.4846926628202746e-21,1.1922660295552667e-18,3.179054,False
STAT3,9.374976,2.6638305,6.919143712634256e-21,1.4849275684936219e-18,2.6638305,False
GSN,9.257709,2.3877752,2.0886716520629974e-20,4.4261448204157636e-18,2.3877752,False
ITM2C,9.2075205,2.9276936,3.337446262193133e-20,7.028244647395964e-18,2.9276936,False
FUS,9.185618,2.1064975,4.0916987526899313e-20,8.510228257600898e-18,2.1064975,False
DMKN,9.157891,4.9054017,5.292106478213264e-20,1.0939400961774093e-17,4.9054017,False
FOSB,9.112231,5.078084,8.070491517606143e-20,1.6580923243550084e-17,5.078084,False
SOD3,9.098011,1.6253786,9.200099173054241e-20,1.878716009314482e-17,1.6253786,False
ATRX,9.066198,2.811084,1.232424135599588e-19,2.4717439776721737e-17,2.811084,False
TINAGL1,9.051883,2.3091269,1.4052400283955062e-19,2.801666125251964e-17,2.3091269,False
ARGLU1,9.044333,2.7493527,1.5058057866095102e-19,2.984507069060049e-17,2.7493527,False
IGFBP5,9.022461,5.581871,1.839103009220106e-19,3.62378577734867e-17,5.581871,False
TIMP1,9.015871,5.409116,1.9531263832370275e-19,3.826083741673744e-17,5.409116,False
CPE,8.95583,5.210127,3.3719114909709523e-19,6.529493435446855e-17,5.210127,False
DDX17,8.926147,2.3242533,4.411030244437724e-19,8.444616650913902e-17,2.3242533,False
VIM,8.9072,2.5058036,5.233784575280448e-19,9.907142555028056e-17,2.5058036,True
KIAA0101,8.898217,7.8131795,5.675067706787711e-19,1.0623096184028063e-16,7.8131795,False
CLDN3,8.821004,2.434158,1.1343795472874599e-18,2.0772708949078085e-16,2.434158,False
AHNAK,8.782795,4.180827,1.594615124862193e-18,2.8732065249789693e-16,4.180827,False
IGFBP2,8.763629,5.961285,1.8906288582103908e-18,3.388449401518133e-16,5.961285,False
CD24,8.760648,1.1616848,1.9413233125606422e-18,3.4426814575483305e-16,1.1616848,False
ZBTB16,8.755581,3.5854049,2.030552477277141e-18,3.582064668553717e-16,3.5854049,False
GSTM3,8.733686,3.1851509,2.4650289617336345e-18,4.3258690539923477e-16,3.1851509,False
DDX5,8.729565,1.1872002,2.5565579778230496e-18,4.463246865532116e-16,1.1872002,False
H1F0,8.717044,2.5622346,2.8555977764014928e-18,4.959613993715047e-16,2.5622346,False
PTRF,8.698699,6.5380263,3.3571042664469362e-18,5.771136283350156e-16,6.5380263,False
ATF3,8.675846,4.490979,4.1048538937576744e-18,6.985300358397529e-16,4.490979,False
LGALS3,8.627433,1.9385616,6.274454319451097e-18,1.0623691650230415e-15,1.9385616,False
SRSF5,8.588009,1.3211042,8.84895002852058e-18,1.490782611304862e-15,1.3211042,False
EIF5B,8.586731,1.9138584,8.947919061456383e-18,1.4999561435657281e-15,1.9138584,False
LMNA,8.585791,1.5532812,9.021367061277681e-18,1.5047818899143076e-15,1.5532812,False
MRPS6,8.5829,1.5121769,9.251087096905453e-18,1.5354981706558244e-15,1.5121769,False
RHOB,8.55711,1.4398268,1.1573228201033172e-17,1.9115115245373125e-15,1.4398268,False
PRRC2C,8.546202,2.584579,1.2720523961243922e-17,2.09075772853733e-15,2.584579,False
KLF6,8.536784,1.907878,1.3800894562205758e-17,2.257317191160004e-15,1.907878,False
KMT2E,8.530858,2.8697715,1.452657765320664e-17,2.3531659011881952e-15,2.8697715,False
KCNQ1OT1,8.512379,6.3876996,1.70401639418609e-17,2.747135329459623e-15,6.3876996,False
SOX4,8.500799,3.168739,1.8828917431038488e-17,2.992554452459485e-15,3.168739,False
YBX3,8.458358,1.9609308,2.711686641150856e-17,4.289557262297509e-15,1.9609308,False
GNG11,8.452739,2.9579453,2.845472996874086e-17,4.480157343769881e-15,2.9579453,False
HMGB2,8.436468,2.7730107,3.270701751787982e-17,5.125722084871826e-15,2.7730107,False
SPINT2,8.426236,1.277173,3.5696274638250056e-17,5.568288322505544e-15,1.277173,False
SRRM2,8.345304,2.3809526,7.10311260841859e-17,1.092841443963726e-14,2.3809526,False
RBM39,8.343698,1.5789944,7.20031217407175e-17,1.1027605381507889e-14,1.5789944,False
HNRNPA2B1,8.320798,1.0186211,8.73728628022902e-17,1.3260996573244892e-14,1.0186211,False
PERP,8.312965,3.0386178,9.33396079090989e-17,1.4103070622821428e-14,3.0386178,False
SON,8.280335,1.4068048,1.2282883546061453e-16,1.84758695625444e-14,1.4068048,False
SDC2,8.25943,2.0421283,1.4636984343056434e-16,2.1822059754643518e-14,2.0421283,False
S100A4,8.236417,4.2139835,1.7744538726108506e-16,2.633852369328194e-14,4.2139835,False
GNAS,8.208104,1.5428509,2.2470900622265945e-16,3.306264303784405e-14,1.5428509,False
COL18A1,8.188912,2.2265923,2.6359703260654195e-16,3.8615819202803585e-14,2.2265923,False
CHD9,8.185564,2.3142726,2.710303360292376e-16,3.9532883732333905e-14,2.3142726,False
ELF3,8.1677065,2.049241,3.1430740959938374e-16,4.564773215104153e-14,2.049241,False
DST,8.149938,4.4247146,3.6411245029146336e-16,5.265409828377926e-14,4.4247146,False
CYR61,8.12835,3.8957512,4.351712871578133e-16,6.266094593801435e-14,3.8957512,False
VMP1,8.115055,2.0321395,4.855628341604953e-16,6.961937929448396e-14,2.0321395,False
HSPA2,8.081371,5.461537,6.40424474752516e-16,9.066580778282049e-14,5.461537,False
CCNL1,8.075452,3.3338583,6.72272025471432e-16,9.47762913231566e-14,3.3338583,False
TPM4,8.005097,3.9794228,1.1937208114049428e-15,1.6689306647086368e-13,3.9794228,False
RARRES2,8.004393,1.5171349,1.200576666718237e-15,1.6715797606778625e-13,1.5171349,False
LGALS1,8.001472,4.3777647,1.2294041375718509e-15,1.7046725519072405e-13,4.3777647,False
GADD45B,7.938743,1.368099,2.042405011238683e-15,2.8088487530071913e-13,1.368099,False
HMGN2,7.9368424,1.1770099,2.0739316865207624e-15,2.8406119612044946e-13,1.1770099,False
COBLL1,7.935228,2.3858767,2.1010950641373213e-15,2.8661658741312917e-13,2.3858767,False
SLPI,7.909285,5.647129,2.5887084690000672e-15,3.501196137306541e-13,5.647129,False
PPP1R15A,7.9088492,4.027165,2.597789025721598e-15,3.501196137306541e-13,4.027165,False
NKTR,7.8691673,3.6813354,3.570092926221528e-15,4.754573559529967e-13,3.6813354,False
IGFBP6,7.8591824,3.9989266,3.866490360639024e-15,5.108922596524363e-13,3.9989266,False
LEPROT,7.8441834,1.2825978,4.357790007273263e-15,5.713283132492814e-13,1.2825978,False
TNFRSF12A,7.8401437,2.0899668,4.500318591609915e-15,5.877276535880018e-13,2.0899668,False
PLP2,7.795632,4.6863313,6.40868857033595e-15,8.292922753738842e-13,4.6863313,False
SRSF7,7.7561407,2.1867802,8.755295257394595e-15,1.1259577038269217e-12,2.1867802,False
TUBA1B,7.749368,1.2307506,9.23508589916754e-15,1.1831444269450612e-12,1.2307506,False
CD81,7.7128057,3.2152326,1.2308125961946434e-14,1.5474253588127729e-12,3.2152326,False
GOLGB1,7.7047467,2.3298097,1.311030589477128e-14,1.642151103414214e-12,2.3298097,False
LRRFIP1,7.663926,2.02146,1.8033353570168473e-14,2.2338816735046193e-12,2.02146,False
MGP,7.642267,5.1233363,2.1342952125680255e-14,2.6341737323174744e-12,5.1233363,False
ANXA5,7.6395984,1.2223586,2.1790006721739302e-14,2.6795346221981174e-12,1.2223586,False
FLNA,7.625633,5.4889164,2.4284047781598865e-14,2.96458951432316e-12,5.4889164,False
ADAMTS1,7.5807953,5.001206,3.434432178445759e-14,4.147661570629083e-12,5.001206,False
RAB34,7.574954,3.1835449,3.5925467867244346e-14,4.292456433755074e-12,3.1835449,False
LINC01116,7.538485,4.5819016,4.75463303093539e-14,5.640936807899192e-12,4.5819016,False
PCM1,7.5193467,2.5489542,5.505070711845893e-14,6.508345704032824e-12,2.5489542,False
HIST1H4C,7.499192,1.1099157,6.421225271197286e-14,7.512387648879214e-12,1.1099157,False
CAV1,7.4735675,6.5245323,7.804946820127337e-14,9.068271660598982e-12,6.5245323,False
GABPB1-AS1,7.456156,4.033643,8.908327688429872e-14,1.0209428337889665e-11,4.033643,False
TLN1,7.4434896,2.2673655,9.805988833962981e-14,1.120010128039148e-11,2.2673655,False
LIMA1,7.4394093,2.8286273,1.0113662071626066e-13,1.1512490873019211e-11,2.8286273,False
RGS5,7.4306664,6.26345,1.0805187786353958e-13,1.2217114002463432e-11,6.26345,False
C12orf57,7.412061,1.2928501,1.2435111319151192e-13,1.401299801964817e-11,1.2928501,False
S100A13,7.3986015,1.1251811,1.3762633857240881e-13,1.545727283952914e-11,1.1251811,False
TUBB,7.387169,1.306584,1.4998822666594287e-13,1.6789711990971026e-11,1.306584,False
SPTBN1,7.3736005,2.7641397,1.6608015007145948e-13,1.852948535267469e-11,2.7641397,False
BTG2,7.3505874,3.7220793,1.97337847145492e-13,2.1944229114588144e-11,3.7220793,False
TAGLN,7.3374343,6.546615,2.1772759348017826e-13,2.397422723765074e-11,6.546615,False
RBM25,7.3363757,2.54808,2.1945513496211224e-13,2.404019052945474e-11,2.54808,False
SEPT7,7.336194,1.4764621,2.197536262560711e-13,2.404019052945474e-11,1.4764621,False
ANP32B,7.3324733,1.8945149,2.259434955633022e-13,2.4637346729805516e-11,1.8945149,False
NFKBIZ,7.322412,5.3509007,2.435528754408855e-13,2.6471840597113533e-11,5.3509007,False
TSC22D3,7.3140187,2.7366714,2.592692923588879e-13,2.808945188662498e-11,2.7366714,False
SFPQ,7.3021626,1.9515584,2.83178595813563e-13,3.048376871355333e-11,1.9515584,False
ANKRD12,7.3014855,2.291731,2.846078900318348e-13,3.054005811061351e-11,2.291731,False
PRPF38B,7.2663198,2.9214792,3.6941327892963137e-13,3.9514320699222215e-11,2.9214792,False
ISYNA1,7.2633295,5.2559505,3.776766047096546e-13,4.0270365566731337e-11,5.2559505,False
SYNE1,7.258917,3.2293694,3.9020236901732893e-13,4.1474695967412874e-11,3.2293694,False
GCC2,7.21631,2.2496293,5.341717911176111e-13,5.659869286137354e-11,2.2496293,False
CPVL,7.212293,2.4510574,5.501734473171944e-13,5.8111423617258776e-11,2.4510574,False
DEK,7.2101684,1.5670689,5.588273305847682e-13,5.870046497510705e-11,1.5670689,False
LGALS3BP,7.2097516,2.0603845,5.605409695366385e-13,5.870046497510705e-11,2.0603845,False
MRPL33,7.2096457,0.9718332,5.609767235111435e-13,5.870046497510705e-11,0.9718332,False
COL4A2,7.2067375,3.0448382,5.730822460083009e-13,5.978152692570802e-11,3.0448382,False
HNRNPA1,7.1943593,0.83024466,6.275483103784444e-13,6.506034698428094e-11,0.83024466,False
CIRBP,7.1880035,0.89897245,6.574550435231725e-13,6.774400683935711e-11,0.89897245,False
UACA,7.175735,4.758838,7.191970989763627e-13,7.343220319063504e-11,4.758838,False
HSP90AA1,7.151926,0.81693673,8.556874635416133e-13,8.658118137108444e-11,0.81693673,False
COMT,7.142796,1.6350181,9.145136315151564e-13,9.198096209036321e-11,1.6350181,False
RSRP1,7.1327496,3.79351,9.838350952661445e-13,9.778566283155598e-11,3.79351,False
WBP5,7.120955,1.1129951,1.0718179474188984e-12,1.0590567132062277e-10,1.1129951,False
KIF5B,7.096024,1.6801835,1.2839703325213625e-12,1.261285608862239e-10,1.6801835,False
TMEM123,7.0947967,1.9858321,1.2954179623743715e-12,1.2688317681465718e-10,1.9858321,False
NAP1L1,7.087643,1.274703,1.364149727553655e-12,1.3322800266722566e-10,1.274703,False
CKB,7.067673,1.5892682,1.57552929559627e-12,1.5298525673147182e-10,1.5892682,False
ROCK1,7.0487866,2.6562808,1.8048439782803157e-12,1.7474831323039355e-10,2.6562808,False
MUC1,7.045714,5.417883,1.84513076996455e-12,1.7813706637015915e-10,5.417883,False
HOXB6,7.037371,3.6904347,1.959005618411577e-12,1.8805337694233527e-10,3.6904347,False
BGN,7.0353923,6.890501,1.9870109950509128e-12,1.9019985360012914e-10,6.890501,False
TACC1,7.026328,2.7091794,2.120397868274175e-12,2.0239287754569422e-10,2.7091794,False
NFAT5,7.0175767,3.501811,2.257491683958905e-12,2.1486984406585122e-10,3.501811,False
HLA-E,7.0120826,1.5231044,2.347964179721915e-12,2.2285156358183154e-10,1.5231044,False
NUCKS1,7.009719,0.92486405,2.387978004154284e-12,2.254682910243693e-10,0.92486405,False
PPFIBP1,7.0096636,3.2996914,2.388917311559917e-12,2.254682910243693e-10,3.2996914,False
SRSF11,7.0027685,1.6334385,2.509532859782458e-12,2.361905032891345e-10,1.6334385,False
SPARC,6.999255,4.0792723,2.573265037725053e-12,2.4151418434849e-10,4.0792723,False
SEPW1,6.9943814,1.278478,2.6643195090958358e-12,2.479877943079422e-10,1.278478,False
FAM133B,6.988915,1.7031671,2.7702063683997564e-12,2.571331497985162e-10,1.7031671,False
MYO1C,6.9694357,3.9420903,3.1821473501535137e-12,2.9375143237280135e-10,3.9420903,False
PRKCDBP,6.9600263,3.5660012,3.4020911870765304e-12,3.1319688649550987e-10,3.5660012,False
NTN4,6.9446487,2.711253,3.794029592454835e-12,3.483270656353494e-10,2.711253,False
TSPAN8,6.9371843,5.392362,3.999916474160771e-12,3.6623148282710064e-10,5.392362,False
SRI,6.9254174,1.4095218,4.346919985227219e-12,3.9692444981638455e-10,1.4095218,False
ANXA11,6.915828,1.3075025,4.651381320019905e-12,4.224356932526972e-10,1.3075025,False
SRRM1,6.9089203,1.2202413,4.883562790504426e-12,4.4233001253563475e-10,1.2202413,False
SRSF3,6.8897905,1.2501187,5.587464107356799e-12,5.033797209445989e-10,1.2501187,False
GPBP1,6.888489,1.6924874,5.638814832827452e-12,5.066512719394351e-10,1.6924874,False
MACF1,6.854813,4.0828304,7.140575950743117e-12,6.348141585338748e-10,4.0828304,False
CLSTN1,6.82005,2.2769005,9.100899254792908e-12,8.064228418471416e-10,2.2769005,False
TM4SF1,6.8197684,5.5747786,9.118748226502076e-12,8.064228418471416e-10,5.5747786,False
TPM2,6.8100395,6.1108527,9.757207307270702e-12,8.606265523852854e-10,6.1108527,False
RAB13,6.7999654,1.283248,1.046442743304778e-11,9.205963914598223e-10,1.283248,False
GDF15,6.7920036,2.2528718,1.1058676535643187e-11,9.678209017973027e-10,2.2528718,False
ZC3H13,6.7873054,3.0553513,1.142472880568229e-11,9.972663533125884e-10,3.0553513,False
SCIN,6.783403,4.5939903,1.1737784953882294e-11,1.0219455458297416e-09,4.5939903,False
WASF2,6.7589927,1.7906852,1.3895456980050673e-11,1.1974259014982797e-09,1.7906852,False
JAG1,6.7370667,5.142765,1.616157342311199e-11,1.3856184603519986e-09,5.142765,False
TAGLN2,6.7332067,1.558516,1.6596404139363252e-11,1.4156942811941909e-09,1.558516,False
LITAF,6.7080684,2.0807204,1.972174047698885e-11,1.6696088533458854e-09,2.0807204,False
TRA2B,6.6860285,1.8533788,2.2930822437464285e-11,1.9267609257055404e-09,1.8533788,False
CLDN7,6.6721325,2.189914,2.5211273132397224e-11,2.113106061997493e-09,2.189914,False
MYH9,6.622258,3.0251517,3.537524453463921e-11,2.9285835119167904e-09,3.0251517,False
BPTF,6.6180253,2.811145,3.640283456512005e-11,2.9989171340761732e-09,2.811145,False
PRKX,6.6112046,4.6135,3.812056890491203e-11,3.1251446439953918e-09,4.6135,False
SORBS2,6.6076427,2.8670616,3.9048810862811135e-11,3.193472410707666e-09,2.8670616,False
AIF1L,6.583905,1.3561461,4.582488529913458e-11,3.7115953972813473e-09,1.3561461,False
RPL18,6.5727987,0.7620086,4.937820654831341e-11,3.978391343537413e-09,0.7620086,False
ZBTB20,6.5636687,2.0913587,5.249979262678645e-11,4.211733363730816e-09,2.0913587,False
HOTAIRM1,6.5438256,3.065527,5.996472793898912e-11,4.787799865346681e-09,3.065527,False
RANBP1,6.536723,1.1342865,6.288133081876891e-11,5.008802743753191e-09,1.1342865,False
NGFRAP1,6.5333285,0.81729525,6.432388596519711e-11,5.0995976793208265e-09,0.81729525,False
H1FX,6.527758,4.0279055,6.676139411666617e-11,5.28041881072054e-09,4.0279055,False
CD59,6.502332,0.8548529,7.908428427697816e-11,6.225854846795567e-09,0.8548529,False
RHOBTB3,6.492377,4.589742,8.449268012914784e-11,6.620689219236064e-09,4.589742,False
EMP1,6.4751496,5.7731595,9.471815322508934e-11,7.370516061815612e-09,5.7731595,False
C6orf48,6.4702287,1.11589,9.785458216805733e-11,7.597032929885998e-09,1.11589,False
RPS4Y1,6.468284,1.6155409,9.912211719151559e-11,7.677748544025118e-09,1.6155409,False
HCFC1R1,6.4482756,1.2308466,1.1312976582092226e-10,8.742647544885675e-09,1.2308466,False
PLEKHH2,6.447417,5.5679584,1.1377278229582692e-10,8.759770031801703e-09,5.5679584,False
SF1,6.4451733,1.7760669,1.1546848067237855e-10,8.862403161218959e-09,1.7760669,False
PAX2,6.4205427,2.6749575,1.3578919568346422e-10,1.0351314840177927e-08,2.6749575,False
TPR,6.4176965,2.5626357,1.383518283941324e-10,1.0522858929823695e-08,2.5626357,False
MTDH,6.415459,1.2196218,1.4039884465339424e-10,1.0654501512953751e-08,1.2196218,False
LMO7,6.411707,2.4309068,1.438991413349341e-10,1.0895590265481504e-08,2.4309068,False
S100A14,6.40285,5.1715274,1.525029448236522e-10,1.15211529661169e-08,5.1715274,False
RND3,6.395043,5.623887,1.6050241463410748e-10,1.2098363218527109e-08,5.623887,False
HSPB1,6.387832,0.7277492,1.6825369126018993e-10,1.262614671118227e-08,0.7277492,False
NFIC,6.381818,1.4152523,1.7499833839002975e-10,1.3103097808252582e-08,1.4152523,False
CALD1,6.3783,1.2449033,1.7906426829721022e-10,1.337313049728646e-08,1.2449033,False
DUT,6.3780146,1.1786381,1.7939855715478957e-10,1.337313049728646e-08,1.1786381,False
BCL7C,6.357729,2.1555376,2.0475817063013672e-10,1.5229849450798733e-08,2.1555376,False
ACTA2,6.3456426,4.900336,2.2149904672672544e-10,1.6438742027335434e-08,4.900336,True
LINC00969,6.3443494,3.2810373,2.233673554432512e-10,1.6540966317153638e-08,3.2810373,False
REEP5,6.334813,1.0631967,2.376292217695467e-10,1.7520085335455376e-08,1.0631967,False
CD46,6.3200727,1.4358186,2.614405354797561e-10,1.9191671900773206e-08,1.4358186,False
AKR1B1,6.317467,2.3525424,2.6588467924609123e-10,1.9452126589678402e-08,2.3525424,False
MIDN,6.313753,2.1495538,2.7234837492093595e-10,1.9862567412523844e-08,2.1495538,False
PNN,6.3114486,2.5088336,2.7643606737945e-10,2.0117142233872976e-08,2.5088336,False
MMP7,6.3051014,5.167311,2.8800535818472793e-10,2.0891469972310492e-08,5.167311,True
NFKBIA,6.304934,1.8254832,2.883164224231133e-10,2.0891469972310492e-08,1.8254832,False
MYLK,6.2980223,4.09027,3.014675267950858e-10,2.1750849781228313e-08,4.09027,False
CAPN2,6.294767,2.3142412,3.0786167587784845e-10,2.2164725015017575e-08,2.3142412,False
SRSF10,6.2887735,1.6565388,3.1998377147339666e-10,2.2988343701545047e-08,1.6565388,False
MFGE8,6.2864795,6.8674936,3.2474601484603653e-10,2.328083451962203e-08,6.8674936,False
RPS19,6.284065,0.73623174,3.298334210721046e-10,2.3595344563913995e-08,0.73623174,False
ACTN1,6.2738786,3.272894,3.521631841386689e-10,2.510465878066699e-08,3.272894,False
ATF6B,6.273764,3.3175046,3.5242190310605704e-10,2.510465878066699e-08,3.3175046,False
ESAM,6.271654,5.340001,3.5723209877772506e-10,2.5393625181891705e-08,5.340001,False
COX7A1,6.254776,1.8486471,3.9808626139133997e-10,2.8178820359915565e-08,1.8486471,False
MYO9A,6.2406645,2.9914997,4.357164765616227e-10,3.0777842686095e-08,2.9914997,False
PLAC9,6.239862,7.2229047,4.379565649411899e-10,3.0871356692737346e-08,7.2229047,False
BCLAF1,6.2384124,1.6834998,4.420338265372252e-10,3.109371138067905e-08,1.6834998,False
ASH1L,6.236404,2.4185781,4.4774374660025206e-10,3.142974541239353e-08,2.4185781,False
AHI1,6.22916,3.6626847,4.689435345222993e-10,3.278129346928289e-08,3.6626847,False
TNS1,6.208631,1.9855942,5.344817764257818e-10,3.728536019646023e-08,1.9855942,False
CLMN,6.207723,2.3619192,5.375778918897081e-10,3.74238625812641e-08,2.3619192,False
SLC12A1,6.195006,5.4116497,5.828289755132061e-10,4.0407077162432035e-08,5.4116497,False
RGL3,6.1907115,4.6770887,5.98931858249461e-10,4.143821361777688e-08,4.6770887,False
VAMP2,6.182348,1.1119771,6.315520521261134e-10,4.3605563205609145e-08,1.1119771,False
PTPN14,6.174989,2.9823284,6.616801375193943e-10,4.5499286844037694e-08,2.9823284,False
AKAP12,6.162073,3.501822,7.179875585114545e-10,4.927061669345203e-08,3.501822,False
HES4,6.155895,6.244359,7.465454464139545e-10,5.1126224129007686e-08,6.244359,False
IQGAP1,6.1555314,2.808869,7.482623329715529e-10,5.1139860136193715e-08,2.808869,False
