gene,scores,logfoldchanges,pvals,pvals_adj,abs_lfc,aki_biomarker
LAMP1,-0.92426246,-0.26871598,0.35534967317673616,1.0,0.26871598,False
LYPLA1,-0.9263365,-0.39165267,0.3542711228120792,1.0,0.39165267,False
ARPC3,-0.92998093,-0.16820246,0.3523809708471419,1.0,0.16820246,False
PDLIM2,-0.93489087,-0.47921872,0.34984453748417454,1.0,0.47921872,False
RPS27A,-0.9395511,0.21779503,0.3474478572970836,1.0,0.21779503,False
IDH3B,-0.9424463,-0.4355959,0.3459641844252409,1.0,0.4355959,False
MINPP1,-0.94304734,-1.0913308,0.3456566771844911,1.0,1.0913308,False
SLC16A1,-0.94450974,-0.7364766,0.34490920953977644,1.0,0.7364766,False
AKR1B10,-0.94479126,-1.6377206,0.3447654593454452,1.0,1.6377206,False
TRAP1,-0.94701344,-0.47006756,0.3436319315425177,1.0,0.47006756,False
MIR4458HG,-0.9471446,-0.3934885,0.34356507392642266,1.0,0.3934885,False
RP11-407H12.8,-0.94937956,-1.3636628,0.3424276137483241,1.0,1.3636628,False
TRAPPC2L,-0.95068747,-0.38117242,0.3417630592900762,1.0,0.38117242,False
SLC1A1,-0.9517097,-0.4968696,0.3412442494070228,1.0,0.4968696,False
MRPS2,-0.95278054,-0.6878086,0.3407012753734219,1.0,0.6878086,False
PANK1,-0.96010953,-0.8556385,0.33700009524220387,1.0,0.8556385,False
RPL38,-0.9624693,0.12872493,0.33581392962891,1.0,0.12872493,False
FCAMR,-0.9627169,-0.6826667,0.3356896180170672,1.0,0.6826667,False
MRLN,-0.9630174,-0.58325243,0.33553878389862446,1.0,0.58325243,False
SCAND1,-0.96421105,-0.2478979,0.33494012723355804,1.0,0.2478979,False
ST3GAL1,-0.96630627,-0.55585694,0.33389095896908605,1.0,0.55585694,False
AC006159.4,-0.9665517,-0.9450121,0.33376816500236794,1.0,0.9450121,False
GPX2,-0.9674533,-0.8642389,0.3333174647045133,1.0,0.8642389,False
APEH,-0.96943426,-0.6001063,0.33232857383139947,1.0,0.6001063,False
P4HA2,-0.97420454,-0.7238774,0.32995499208877144,1.0,0.7238774,False
HIGD2A,-0.975631,-0.21291935,0.3292473715466594,1.0,0.21291935,False
PLPPR1,-0.9777346,-0.5707119,0.3282055845885924,1.0,0.5707119,False
ASRGL1,-0.9782362,-0.3428225,0.32795750674321733,1.0,0.3428225,False
C19orf24,-0.98171127,-0.44756195,0.32624209882177857,1.0,0.44756195,False
HOGA1,-0.99294287,-0.370569,0.3207378000057386,1.0,0.370569,False
TUBG1,-0.9948772,-0.46373573,0.3197959818813315,1.0,0.46373573,False
TUBA4A,-0.9954021,-0.46213546,0.31954074616884975,1.0,0.46213546,False
RPS17,-0.9978719,0.21205011,0.3183414871132867,1.0,0.21205011,False
GUCD1,-0.99839884,-0.5771894,0.31808598619978534,1.0,0.5771894,False
SNHG8,-0.9995311,-0.22226745,0.3175374729577076,1.0,0.22226745,False
AMACR,-0.9996327,-0.77329314,0.31748829088344965,1.0,0.77329314,False
PMVK,-1.0007142,-0.38028795,0.3169650163015457,1.0,0.38028795,False
RPL26,-1.0042993,0.23748669,0.3152343734580313,1.0,0.23748669,False
EIF4EBP2,-1.0076262,-0.52473414,0.3136339338266644,1.0,0.52473414,False
NT5E,-1.0133785,-0.79051965,0.3108793977814205,1.0,0.79051965,False
EIF4E2,-1.0134696,-0.5732772,0.3108359484182064,1.0,0.5732772,False
SLC17A5,-1.014606,-0.71713716,0.310293674096378,1.0,0.71713716,False
LDHA,-1.0212556,-0.10284898,0.30713333849346214,1.0,0.10284898,False
MFSD3,-1.0216705,-0.6254746,0.30693690351347513,1.0,0.6254746,False
ISOC1,-1.0221784,-0.5346769,0.3066964842397306,1.0,0.5346769,False
LINC00671,-1.0239562,-0.4638411,0.30585599949767583,1.0,0.4638411,False
C10orf11,-1.0262969,-0.71556985,0.3047516925199283,1.0,0.71556985,False
GGT6,-1.0340766,-0.6245706,0.3011003561564022,1.0,0.6245706,False
C2orf54,-1.0367368,-0.80636364,0.29985850318329055,1.0,0.80636364,False
ATP6V1G1,-1.043613,-0.1321908,0.29666449793319294,1.0,0.1321908,False
SURF1,-1.043833,-0.42905983,0.29656263559822404,1.0,0.42905983,False
ARL6IP4,-1.0476869,-0.17513523,0.29478285684482675,1.0,0.17513523,False
CTD-2194A8.2,-1.0477526,-0.61039865,0.29475262066996366,1.0,0.61039865,False
DCAF13,-1.0483578,-0.595468,0.2944737656094273,1.0,0.595468,False
MT1HL1,-1.0487747,-1.1885505,0.2942817900108954,1.0,1.1885505,False
RP11-546K22.1,-1.0488806,-0.851455,0.29423307859333203,1.0,0.851455,False
TIMM17A,-1.052963,-0.54151946,0.2923579192123559,1.0,0.54151946,False
KCNAB2,-1.0533143,-0.9358371,0.29219692838346156,1.0,0.9358371,False
COASY,-1.0590794,-0.5505555,0.2895636336178973,1.0,0.5505555,False
MCCC1,-1.059401,-0.77941483,0.28941716725414335,1.0,0.77941483,False
BRK1,-1.0595195,-0.18116416,0.2893632185427,1.0,0.18116416,False
SMLR1,-1.0629904,-0.7408591,0.287786295639468,1.0,0.7408591,False
CRLS1,-1.0645905,-0.52755404,0.2870613283225758,1.0,0.52755404,False
NOP10,-1.0667745,-0.24860087,0.28607368202054884,1.0,0.24860087,False
MRPL21,-1.074095,-0.36654153,0.28278010313032986,1.0,0.36654153,False
RGS14,-1.0747575,-0.598048,0.28248334496612904,1.0,0.598048,False
STX7,-1.0779066,-0.4321514,0.28107544683183106,1.0,0.4321514,False
ALKBH7,-1.0781245,-0.2833891,0.28097816809867926,1.0,0.2833891,False
AMDHD1,-1.0788082,-1.2935333,0.280673257785912,1.0,1.2935333,False
SSNA1,-1.0801499,-0.44445425,0.28007541868195684,1.0,0.44445425,False
CD164,-1.0860758,-0.2711618,0.27744547312145773,1.0,0.2711618,False
PGPEP1,-1.0891403,-0.7276613,0.27609203519709,1.0,0.7276613,False
MTX1,-1.0944396,-0.5761839,0.2737622007356054,1.0,0.5761839,False
KCNH6,-1.0958195,-1.4870183,0.2731577619695069,1.0,1.4870183,False
LINC00998,-1.0961412,-0.33555475,0.27301698114627704,1.0,0.33555475,False
ALDOA,-1.097574,-0.022698883,0.27239055355716246,1.0,0.022698883,False
THNSL2,-1.0998936,-0.79778296,0.2713785121447011,1.0,0.79778296,False
OSGIN1,-1.1015041,-1.5629771,0.2706773251245794,1.0,1.5629771,False
CAMTA1,-1.1056585,-0.23142867,0.26887434950587985,1.0,0.23142867,False
RDH12,-1.1056902,-1.1398644,0.2688606041300119,1.0,1.1398644,False
GABARAP,-1.1059061,-0.41423106,0.26876714836889737,1.0,0.41423106,False
PFKFB2,-1.1068225,-1.2065817,0.2683706678452662,1.0,1.2065817,False
SCO2,-1.118706,-0.6717486,0.2632656136107102,1.0,0.6717486,False
HSDL2,-1.1208308,-0.43658498,0.2623599056006589,1.0,0.43658498,False
MRPS18B,-1.1218339,-0.47110415,0.2619330591204695,1.0,0.47110415,False
PRR5,-1.1237556,-0.8438389,0.2611167275685059,1.0,0.8438389,False
SLC2A5,-1.1254466,-1.119697,0.2603998483400539,1.0,1.119697,False
POLD3,-1.1298254,-0.7541401,0.2585498321340941,1.0,0.7541401,False
OPTN,-1.133984,-0.4372141,0.2568012616917812,1.0,0.4372141,False
VCAM1,-1.1344453,-0.59950125,0.2566077798251848,1.0,0.59950125,True
TRIM6,-1.1381998,-1.3257751,0.2550370619675063,1.0,1.3257751,False
PRNP,-1.1418929,-0.5136219,0.2534985555213043,1.0,0.5136219,False
BEST1,-1.1428664,-0.48754734,0.25309406791619826,1.0,0.48754734,False
AASDHPPT,-1.1532112,-0.607448,0.24882370720445668,1.0,0.607448,False
HMGCS2,-1.154062,-1.9970784,0.24847475896303617,1.0,1.9970784,False
MTX2,-1.156627,-0.57720757,0.24742477832753973,1.0,0.57720757,False
DHTKD1,-1.1599032,-0.6622577,0.24608823707847738,1.0,0.6622577,False
MRPL13,-1.1618735,-0.352122,0.24528685432382868,1.0,0.352122,False
SPATS2L,-1.1636217,-0.3153226,0.2445773872574034,1.0,0.3153226,False
PMPCB,-1.1651412,-0.49393463,0.24396185473172205,1.0,0.49393463,False
AC009403.2,-1.167484,-0.6951081,0.2430149706323832,1.0,0.6951081,False
PLEKHF2,-1.1675158,-0.7620959,0.2430021579891366,1.0,0.7620959,False
ACADVL,-1.1699983,-0.3438978,0.24200167945591888,1.0,0.3438978,False
LINC00864,-1.1766499,-0.6700991,0.23933524033046694,1.0,0.6700991,False
FAM177A1,-1.1789039,-0.35659954,0.23843643983448437,1.0,0.35659954,False
SLC25A13,-1.1867175,-0.6998061,0.23533905262045207,1.0,0.6998061,False
LSM3,-1.1940042,-0.20667341,0.23247632522999273,1.0,0.20667341,False
C18orf32,-1.1967872,-0.4260781,0.23138949920017393,1.0,0.4260781,False
BPI,-1.1974094,-2.0626755,0.23114700743121552,1.0,2.0626755,False
PC,-1.2088844,-0.9169276,0.226707265899319,1.0,0.9169276,False
ICT1,-1.2125922,-0.6809272,0.22528574861097717,1.0,0.6809272,False
MRPL14,-1.2143785,-0.41731873,0.22460323028016116,1.0,0.41731873,False
PRCP,-1.2167065,-0.48002687,0.22371591176939676,1.0,0.48002687,False
SLC2A9,-1.2173414,-0.9432667,0.2234743514892007,1.0,0.9432667,False
CLPTM1L,-1.2174387,-0.83733845,0.22343732874969013,1.0,0.83733845,False
NCOA4,-1.2179213,-0.68276113,0.2232538895038938,1.0,0.68276113,False
STAU1,-1.221045,-0.3889095,0.22206896799231102,1.0,0.3889095,False
FOLH1,-1.2217307,-0.7645471,0.2218094672568658,1.0,0.7645471,False
RPL27,-1.2263126,0.12080652,0.2200810321722516,1.0,0.12080652,False
RP11-369C8.1,-1.2353834,-0.91247225,0.2166878356843439,1.0,0.91247225,False
MTTP,-1.2379167,-0.9444498,0.21574693994366445,1.0,0.9444498,False
SLC25A11,-1.239775,-0.38859853,0.21505866567988352,1.0,0.38859853,False
SRP9,-1.241686,-0.24245487,0.21435244566429368,1.0,0.24245487,False
TSFM,-1.249089,-0.54157686,0.21163251112288528,0.9942478847984518,0.54157686,False
IMMT,-1.2500752,-0.5447602,0.2112720557761526,0.9928313315650886,0.5447602,False
VTI1B,-1.2506678,-0.4115964,0.21105568677250708,0.9922288438867212,0.4115964,False
PSMA2,-1.2561513,-0.28658828,0.2090610997873964,0.9876410959956333,0.28658828,False
IYD,-1.2603884,-1.3369219,0.20752931157091226,0.9830581504386781,1.3369219,False
SLC47A1,-1.2612264,-0.79008794,0.20722728746901609,0.9825998615703414,0.79008794,False
OCEL1,-1.2614423,-0.5803116,0.2071495450645905,0.9825998615703414,0.5803116,False
MT-ATP8,-1.2643882,-0.6027643,0.20609070451395595,0.9806144728231846,0.6027643,False
SMPD1,-1.2652665,-0.6124184,0.20577579209837304,0.9798487194689912,0.6124184,False
GDPD3,-1.270985,-0.7005536,0.2037339920665755,0.9739703010902443,0.7005536,False
VIL1,-1.2746801,-0.832026,0.2024224722446787,0.9706023594438884,0.832026,False
AP5M1,-1.2749574,-0.8123509,0.20232431938444806,0.9704977459030387,0.8123509,False
TMEM120A,-1.2804726,-0.54909503,0.20037895436741515,0.9642342885540826,0.54909503,False
TMED5,-1.2806123,-0.5434701,0.2003298636287404,0.9641357556215939,0.5434701,False
DNAJC15,-1.2841488,-0.4607881,0.1990898990328206,0.9614641046311964,0.4607881,False
ANXA7,-1.2903603,-0.36254355,0.19692557831570023,0.9540201920588359,0.36254355,False
BPGM,-1.2919815,-0.8304395,0.19636356176777137,0.9523198590289438,0.8304395,False
MGAM,-1.2920069,-1.174262,0.19635476668856866,0.9523198590289438,1.174262,False
MYEOV2,-1.2933698,-0.30202228,0.1958831873252581,0.9511583965610674,0.30202228,False
NACA,-1.2942587,0.045034252,0.1955760830703862,0.9500779329546702,0.045034252,False
WDR12,-1.2999475,-0.84472996,0.1936189702423824,0.9445386640668431,0.84472996,False
GLOD5,-1.3100383,-1.1690459,0.19018287104409848,0.933367916251476,1.1690459,False
SFXN2,-1.3105674,-0.9054907,0.19000395363112854,0.933367916251476,0.9054907,False
PSMD12,-1.3131558,-0.8263401,0.18913047633334634,0.9308972586384404,0.8263401,False
C17orf89,-1.3146203,-0.41984883,0.18863755707538388,0.9294906773365825,0.41984883,False
HAVCR2,-1.317416,-0.86337876,0.18769922595637722,0.9271484389456843,0.86337876,False
SMIM2-AS1,-1.3191683,-0.5438369,0.18711284109298298,0.9253651522120179,0.5438369,False
PSMD11,-1.3235831,-0.49448857,0.1856415471028171,0.9210001209601436,0.49448857,False
TMEM206,-1.3251576,-1.7655666,0.1851188652992024,0.9196984735168573,1.7655666,False
FAM107B,-1.3264359,-0.5275292,0.18469533889163114,0.918542398319501,0.5275292,False
ABHD14B,-1.3352062,-0.53127444,0.18180887603605367,0.9098274571749283,0.53127444,False
FMO4,-1.3379236,-1.4137802,0.18092134536468452,0.9065978302673527,1.4137802,False
PLEKHJ1,-1.3405225,-0.584965,0.18007553654590702,0.9032998553487853,0.584965,False
MRPL54,-1.3421606,-0.41470987,0.17954394064551282,0.9019760751617577,0.41470987,False
SLC30A9,-1.3509858,-0.5231574,0.1766999756723544,0.8939533003459924,0.5231574,False
RNF212B,-1.3608396,-0.6671707,0.1735643753535996,0.8829709199391695,0.6671707,False
CYP4F3,-1.3659866,-1.2088474,0.17194315782792846,0.8771313792360669,1.2088474,False
GPS1,-1.3750447,-0.7274165,0.16911758923066467,0.8667855265497437,0.7274165,False
NAPRT,-1.3770468,-0.6774309,0.1684977860451935,0.8647927498867859,0.6774309,False
NDUFA8,-1.3797853,-0.44917762,0.1676527421882359,0.8615557322884052,0.44917762,False
NMRK1,-1.3810256,-0.6265029,0.1672711049809078,0.8602003374888136,0.6265029,False
FUZ,-1.3861873,-0.7452217,0.1656896964672988,0.8549385348804236,0.7452217,False
MRPS35,-1.390109,-0.42170322,0.16449578000780496,0.8512549242179359,0.42170322,False
SFXN4,-1.392672,-0.80666363,0.16371902228710333,0.8486690364525631,0.80666363,False
DRAIC,-1.3972137,-1.7630595,0.16234933293216391,0.8449487834130879,1.7630595,False
APITD1,-1.3972814,-0.5923177,0.16232897448751593,0.8449487834130879,0.5923177,False
NDUFS1,-1.4012877,-0.5805025,0.16112806985643757,0.8403591969996018,0.5805025,False
NDUFA10,-1.4024622,-0.44600213,0.16077725743180193,0.8392298856556366,0.44600213,False
SMS,-1.4062485,-0.28589386,0.15965036855420378,0.8355482320697953,0.28589386,False
COX6A2,-1.4092876,-1.3815525,0.15875016403188413,0.8332961562377791,1.3815525,False
IGFBP4,-1.4195307,-0.30705023,0.15574433720097003,0.8247131380872991,0.30705023,False
NT5C3A,-1.4291327,-0.7595487,0.15296609144734774,0.814352897018002,0.7595487,False
SUSD2,-1.4323686,-1.3474097,0.15203834719349382,0.8107141088332752,1.3474097,False
PSMC5,-1.4333655,-0.33430454,0.15175342551042464,0.8097880213361408,0.33430454,False
SFXN1,-1.4366183,-0.6144922,0.15082647742853525,0.806018609116109,0.6144922,False
ACSM3,-1.436813,-0.62192917,0.15077113040807802,0.8058924412280447,0.62192917,False
NECAB2,-1.4371029,-1.4957262,0.15068874016692455,0.8057937487992947,1.4957262,False
TNFRSF21,-1.4402711,-0.8366176,0.14979069640512765,0.8026289446056599,0.8366176,False
MCAT,-1.4404744,-0.6490191,0.14973324602828603,0.8026276626784861,0.6490191,False
SUCLA2,-1.4523895,-0.613309,0.14639333735267623,0.7928913532809956,0.613309,False
CLEC18C,-1.4533778,-1.0806758,0.14611887776286078,0.7916593451265205,1.0806758,False
MRPL23,-1.4550456,-0.489633,0.14565665700376584,0.790553382906715,0.489633,False
PRDX6,-1.4550604,-0.18340886,0.14565255600386676,0.790553382906715,0.18340886,False
CTSV,-1.4554985,-0.92153263,0.14553132353284207,0.7905098202669,0.92153263,False
MRPL44,-1.4601184,-0.6197368,0.1442575184624848,0.7858711118957095,0.6197368,False
STRAP,-1.464402,-0.41151986,0.14308414332357197,0.781709375091224,0.41151986,False
PGM1,-1.4680929,-0.71069336,0.14207897867426952,0.7782814351245061,0.71069336,False
CTSC,-1.4686072,-0.48942614,0.141939355710144,0.7778318561187133,0.48942614,False
PPP1R21,-1.4713606,-0.84573877,0.141193618936956,0.7754487035797547,0.84573877,False
CHMP2A,-1.479153,-0.32575136,0.13909940583661876,0.7671984580551698,0.32575136,False
COQ9,-1.4875042,-0.5478244,0.13688167591933023,0.7578197812070182,0.5478244,False
MRPS15,-1.4895402,-0.3829198,0.1363451710578649,0.7561227489257227,0.3829198,False
PSMC1,-1.4914788,-0.45767322,0.13583583020275156,0.7543847804271486,0.45767322,False
MGST3,-1.496647,-0.12091912,0.1344851383071347,0.7494220398046151,0.12091912,False
SLC25A1,-1.498192,-0.5864552,0.1340833913856229,0.7482687273585327,0.5864552,False
RP11-297L17.2,-1.4991359,-0.92160004,0.1338383976888796,0.7471888458902819,0.92160004,False
SDHAF3,-1.5034977,-0.5547213,0.13271075819482853,0.7441431663532289,0.5547213,False
ENPP6,-1.5071104,-1.0675882,0.13178238522076677,0.7402927121754778,1.0675882,False
PMM1,-1.5090193,-0.6290829,0.13129385799264987,0.7384101571030454,0.6290829,False
FBXO21,-1.5099378,-0.5921087,0.13105930253061018,0.7375834540615299,0.5921087,False
RAB7A,-1.5106531,-0.4548715,0.13087685548653374,0.736802801798374,0.4548715,False
MTHFD1,-1.5115293,-0.69234455,0.1306536533254851,0.7361184583002565,0.69234455,False
AGXT,-1.512907,-0.8604256,0.13030327340317388,0.7351705448838817,0.8604256,False
GCLM,-1.5133896,-0.7023786,0.13018073224697502,0.7346779728073521,0.7023786,False
CBWD1,-1.5148647,-0.47149217,0.12980667634766693,0.7337274206418418,0.47149217,False
TSKU,-1.5168202,-1.4020112,0.12931208427771385,0.731955235206782,1.4020112,False
ERICH4,-1.518509,-1.0009459,0.12888611553154292,0.730328503674912,1.0009459,False
MRPS25,-1.5205408,-0.55999225,0.12837511751340439,0.7286260646997441,0.55999225,False
NDUFA5,-1.5230974,-0.25428182,0.1277343508956823,0.7259564050724564,0.25428182,False
CMPK1,-1.53024,-0.48618186,0.12595730983715447,0.7184705599548133,0.48618186,False
TMEM141,-1.5307586,-0.37870926,0.12582906332446334,0.718161283738887,0.37870926,False
SLC39A4,-1.5314189,-0.6298784,0.12566589260429514,0.7177759306721354,0.6298784,False
ACOT1,-1.5385025,-1.1093727,0.12392582259279439,0.7109750836781226,1.1093727,False
ALPL,-1.544587,-0.9927965,0.12244620303396543,0.7050072394098481,0.9927965,False
GLYCTK,-1.5535604,-1.0371327,0.12028932123857564,0.6969954238714647,1.0371327,False
NPC2,-1.5551264,-0.20241664,0.11991595164212625,0.6955496771612674,0.20241664,False
AP2S1,-1.5557973,-0.3726003,0.11975628612418274,0.6948044971755197,0.3726003,False
PSMB1,-1.5597888,-0.30200994,0.11880979182688377,0.6907984686479762,0.30200994,False
RP3-335E1.1,-1.5620766,-0.83476174,0.11826993884865249,0.6889760470948146,0.83476174,False
PCCA,-1.5694776,-0.6729804,0.1165367031369597,0.6831335673660807,0.6729804,False
RABGGTB,-1.5701019,-0.5033243,0.1163914082060808,0.682896494613671,0.5033243,False
NRXN2,-1.5718119,-1.1363769,0.11599417654640036,0.6815550401472437,1.1363769,False
SAMM50,-1.5719792,-0.68459535,0.11595539555176515,0.6815550401472437,0.68459535,False
POLD4,-1.5744828,-0.77695096,0.11537588049365567,0.6796284820547612,0.77695096,False
FUT6,-1.5805821,-1.0733526,0.1139736100488657,0.6745524006651117,1.0733526,False
RBP4,-1.5818118,-0.9537789,0.11369254977425743,0.6733620622418403,0.9537789,False
NDUFS6,-1.5966454,-0.24438189,0.11034477627699237,0.6614404717802848,0.24438189,False
PSMA5,-1.6065838,-0.46716475,0.10814568761033025,0.6519700837971851,0.46716475,False
CMAS,-1.608114,-0.6483332,0.10781021701604859,0.6508270521283236,0.6483332,False
PROS1,-1.6089119,-0.94694245,0.10763561686258974,0.6501746996357294,0.94694245,False
FBXO7,-1.6089965,-0.5176075,0.10761710479404607,0.6501746996357294,0.5176075,False
RPL37,-1.6098706,0.12548114,0.10742611505905822,0.6492583893811493,0.12548114,False
GPT2,-1.6195043,-1.1166934,0.10533880669442681,0.6410594863442584,1.1166934,False
REEP6,-1.6275275,-0.66556704,0.10362512763149839,0.6341345896141858,0.66556704,False
NDUFA11,-1.6283423,-0.20331821,0.1034523392406994,0.6334223366120526,0.20331821,False
TMEM82,-1.6323189,-1.4055538,0.1026123261945316,0.6301823625051233,1.4055538,False
MOB1A,-1.6364585,-0.49931028,0.10174366337765581,0.6264895822088331,0.49931028,False
GDA,-1.6377939,-1.1533263,0.10146468757254912,0.6254575892918898,1.1533263,False
SPG21,-1.6383843,-0.5411017,0.10134153131366379,0.625014146267175,0.5411017,False
MOCS2,-1.6433579,-0.47098523,0.10030891237454093,0.6206742354056026,0.47098523,False
MPP1,-1.649017,-0.8409358,0.09914414498726773,0.6150591123336262,0.8409358,False
DEPDC7,-1.6666507,-1.1956948,0.09558389814800829,0.5999136876013893,1.1956948,False
ACSM5,-1.6695881,-1.4451228,0.09500087968356628,0.5974168794434644,1.4451228,False
PSMB6,-1.6815858,-0.3349311,0.09264918099825527,0.5883380144280461,0.3349311,False
REPS2,-1.6818503,-1.2841887,0.09259785814890369,0.5883380144280461,1.2841887,False
CCNC,-1.6822441,-0.60832626,0.09252153200675843,0.5879706713383098,0.60832626,False
GPR160,-1.6834546,-0.666998,0.09228712512350355,0.5872563539020451,0.666998,False
AUH,-1.6848345,-0.6182015,0.09202051602566627,0.5861132829808695,0.6182015,False
ENPP2,-1.6866481,-0.8373047,0.09167102199588278,0.5841080588368522,0.8373047,False
COX6A1,-1.691264,-0.046797786,0.09078639658381037,0.5800069864419618,0.046797786,False
PLCXD2,-1.7004279,-0.5798004,0.08905047643109049,0.571844244876913,0.5798004,False
AQP3,-1.7028172,-0.88273716,0.08860227687316692,0.5700780234360026,0.88273716,False
EDF1,-1.7289671,-0.15212317,0.08381498719225615,0.546663216890414,0.15212317,False
CYP27B1,-1.7291893,-0.9393805,0.0837752210894154,0.5465096417012125,0.9393805,False
GLTPD2,-1.7293819,-0.6448447,0.0837407694915716,0.5463906830458972,0.6448447,False
MRPL3,-1.7297903,-0.5566419,0.08366773978238036,0.5460199155970412,0.5566419,False
SERPINE2,-1.7326009,-0.5485782,0.08316663207771216,0.5436974197179731,0.5485782,False
ERI3,-1.7361817,-0.64019746,0.08253169800750501,0.5410799162288791,0.64019746,False
GABARAPL1,-1.7367299,-0.460548,0.08243485426002747,0.540696900805405,0.460548,False
ASB9,-1.7493498,-1.0427103,0.08023056871739485,0.5312117507159291,1.0427103,False
SEC61B,-1.7509604,-0.2867541,0.0799527351261355,0.5299341919159302,0.2867541,False
ACP1,-1.7532439,-0.437734,0.07956014362829848,0.5279045843662641,0.437734,False
AGPAT3,-1.7689135,-1.055456,0.0769083057576694,0.5147692598726485,1.055456,False
PDK2,-1.773542,-0.7016243,0.07613893406075972,0.5119587396214803,0.7016243,False
SDSL,-1.7737346,-0.84432685,0.07610705742697478,0.5118465454979019,0.84432685,False
SLC34A3,-1.7850678,-0.58387834,0.07425032498477213,0.50297355248028,0.58387834,False
RP11-6B4.1,-1.7860985,-1.4238359,0.0740833204602389,0.5020441270288193,1.4238359,False
KYNU,-1.7883418,-1.1722828,0.07372088117420736,0.5000908738239869,1.1722828,False
LAMTOR1,-1.7910994,-0.41189596,0.07327734225583069,0.4980848839959571,0.41189596,False
IDH3G,-1.7933407,-0.5063817,0.07291847065112902,0.49661156698536973,0.5063817,False
NDUFA9,-1.7945194,-0.5214134,0.07273029364665894,0.4960677154110377,0.5214134,False
NDUFAF4,-1.7996538,-0.7438061,0.07191532343109334,0.49230290688485556,0.7438061,False
RNF5,-1.8086737,-0.39800054,0.07050170463529533,0.48677959753722144,0.39800054,False
RASSF4,-1.8133403,-0.6805035,0.06977934595015621,0.48293470778706793,0.6805035,False
POLDIP2,-1.8236259,-0.5546571,0.06820865063618115,0.47613155223339604,0.5546571,False
TIMM8B,-1.8276491,-0.417484,0.06760223174401908,0.47345626368327914,0.417484,False
PNPLA4,-1.828684,-0.68826854,0.06744696006949494,0.47266178714258783,0.68826854,False
ASPG,-1.8294289,-1.5339828,0.06733537161214076,0.4722721568467519,1.5339828,False
GOSR2,-1.8301781,-0.8713084,0.06722330240210968,0.47158483263308004,0.8713084,False
SDHA,-1.8304152,-0.5759936,0.06718787746136405,0.4714433492549518,0.5759936,False
ALKBH5,-1.8320575,-0.7175968,0.06694285504323202,0.47059723718478197,0.7175968,False
PSMA4,-1.8432912,-0.43053862,0.06528650844911588,0.46316070903945966,0.43053862,False
MT-ND6,-1.8543704,-0.71323067,0.06368619134669053,0.45530289226297277,0.71323067,False
IGFLR1,-1.8623724,-1.4807652,0.06255062306660626,0.4499531796768214,1.4807652,False
ATP5L2,-1.8639638,-0.7155367,0.062326779133481766,0.44882207653847717,0.7155367,False
DECR2,-1.8698854,-0.8485145,0.06149972501143354,0.4447674897049242,0.8485145,False
IQGAP2,-1.8716463,-1.0070224,0.061255556040440855,0.4434775902936429,1.0070224,False
COX7A2L,-1.8746663,-0.3704606,0.0608386405710772,0.4410277873067717,0.3704606,False
HSD17B11,-1.8777541,-0.7396508,0.060414809339600195,0.4392494019982296,0.7396508,False
MRPL27,-1.8870027,-0.48748642,0.05915996933075509,0.43361670799009394,0.48748642,False
GSS,-1.8886492,-0.83716774,0.05893885195610954,0.43256059198631125,0.83716774,False
FAM96A,-1.8995336,-0.594265,0.05749434453813174,0.4249209135485437,0.594265,False
METTL7B,-1.9008839,-1.1848711,0.0573172201996859,0.42407694716912975,1.1848711,False
NDUFAB1,-1.9077811,-0.335589,0.05641950767394624,0.4191838790663604,0.335589,False
MTIF3,-1.9096669,-0.49234635,0.056176123447516275,0.417744052844982,0.49234635,False
CCDC58,-1.9173852,-0.8114133,0.055189008934938395,0.41295546681186196,0.8114133,False
HNMT,-1.9286591,-0.5388024,0.05377319361356497,0.405278976040603,0.5388024,False
CHDH,-1.9329448,-0.8569885,0.05324300162541808,0.402055064268677,0.8569885,False
NDUFB6,-1.9362717,-0.35722157,0.052834432580565784,0.3997761893935737,0.35722157,False
PSMB5,-1.9428177,-0.4399962,0.05203819696165564,0.3958850775403082,0.4399962,False
TIMM10,-1.945389,-0.6421392,0.051728175522549304,0.3941495129029345,0.6421392,False
TM4SF5,-1.9508832,-1.0698667,0.051070952293483754,0.39117632793285784,1.0698667,False
SIGIRR,-1.9622395,-0.56152356,0.04973460226609684,0.38408381589591273,0.56152356,False
CLYBL,-1.9624512,-0.70568466,0.04970997927180984,0.3840697183178997,0.70568466,False
MRPL52,-1.9658924,-0.4944202,0.04931104187823649,0.3823903901139931,0.4944202,False
GTF3A,-1.9674882,-0.62045825,0.04912696240706135,0.3819042493297031,0.62045825,False
ADD3,-1.9796509,-0.6164175,0.04774276885384054,0.37384263392082334,0.6164175,False
PSMC4,-1.9801567,-0.6124858,0.047685921809202066,0.37348429787058446,0.6124858,False
L3HYPDH,-1.9817884,-1.3717633,0.04750292426675083,0.3722240768009076,1.3717633,False
ENO1,-1.9876106,-0.1203106,0.046854776920202484,0.3682586548983678,0.1203106,False
ACE2,-1.9880593,-1.097365,0.046805139117078974,0.36812613384940684,1.097365,False
ACOT4,-1.9882138,-1.3223451,0.04678805709950748,0.368077701590195,1.3223451,False
C20orf24,-1.9921163,-0.5424962,0.046358297459715155,0.3654647811435757,0.5424962,False
CYP4F2,-1.9937438,-2.5450902,0.04618006005595291,0.36456824458661125,2.5450902,False
PSMA7,-1.9944147,-0.26180053,0.04610675452874875,0.3643126689241835,0.26180053,False
